municipality_code,municipality_name,taxa_crescimento_efetivo,taxa_bruta_natalidade,prop_pop_65_mais,prop_ensino_secundario,prop_nacionalidade_estrangeira,densidade_populacional,empresas_volume_negocios,percentagem_poder_compra,coeficiente_gini,disparidade_ganho_mensal,taxa_desemprego,prop_risco_pobreza,prop_agregados_unipessoais,prop_edificios_fora_urbano,prop_mais_20min_escola,prop_mais_30min_hospital,duracao_pendulares,acessos_internet_banda_larga,valor_mediano_vendas_m2,racio_vendas_estrangeiros,taxa_esforco_arrendamento,prop_alojamentos_arrendados,prop_alojamentos_sobrelotados,prop_habitacao_social,prop_alojamentos_locais,indice_envelhecimento_edificios,prop_necessidade_reparacao,prop_reabilitacao_edificado,prop_alojamentos_vagos,prop_vagos_bom_estado,prop_alojamentos_nao_classicos,certificacao_energetica_cf,consumo_energia_eletrica,emissoes_gee_edificios,prop_sem_aquecimento,prop_ar_condicionado,emissoes_gee_transportes,prop_modo_pedonal,prop_transporte_coletivo,risco_incendio_rural,risco_inundacao,risco_galgamentos_costeiros,risco_ondas_calor,risco_ondas_frio,risco_nevao,risco_seca,risco_sismo,risco_movimento_massa,risco_tsunami
0101,Águeda,36.111111111111114,46.875,40.86225596529284,61.99688681343116,13.6094674556213,98.1893931453726,78.33299133376057,95.922591327745,41.23711340206186,27.03412073490814,11.08490566037736,23.57257981658996,26.14800759013283,1.182033096926714,82.77699577719687,0,22.695346795434588,69.69186326432354,18.92545982575024,35.528596184381655,25.57567517185044,13.532896788275648,22.59828707152792,3.094532536175375,1.579332705783914,4.834210801575957,38.45478489903424,98.6,33.83084577114428,54.15128563404715,0.24213075060532688,53.67409215666855,15.836770132407205,4.289315335826964,81.85272097441056,19.886380340010575,6.956456904264837,97.35849056603772,84.82142857142857,62.525013643805714,0.8212019410227697,0,29.637333333333338,55.619907333439855,0.9067680789114028,0.011999940000304,21.741021324354655,19.489200922780693,1.5413230290097468
0102,Albergaria-a-Velha,28.47222222222222,52.083333333333336,32.99891540130151,61.21859017122525,9.615384615384617,97.89592285923906,70.81232580637095,97.88885439304563,23.71134020618558,27.03412073490814,13.14858490566038,24.21701614411748,24.32637571157495,3.0732860520094567,68.31892217977075,0,28.182616330114136,73.6880115551276,23.62052274927396,35.528596184381655,22.417869554165645,13.4081696289367,28.801925463967457,6.040048182863822,3.74437820311683,6.611519821484607,29.49956101843723,100,27.86069651741294,54.69532155298859,0,43.79866517806202,12.815281093987412,2.110099203122459,80.03128841211307,22.84616571099009,7.274935026202548,94.52830188679243,80.6547619047619,48.485537565945066,7.463605823068309,11.757902852737084,5.063999999999997,55.619907333439855,0,0,19.14001122334456,9.571124956858188,12.257050579618202
0103,Anadia,35.9375,58.33333333333333,51.03036876355747,62.66399822103623,10.798816568047338,98.33088774761556,87.63916765821274,97.77501811031772,42.268041237113415,19.94750656167979,9.66981132075472,31.578893612407445,35.40796963946869,2.955082742316785,83.02835310677659,0,28.48990342405618,69.09003370245546,13.746369796708615,35.528596184381655,21.027167195334375,7.9825381976925485,14.875370240017109,1.085426005116928,3.671164104173204,9.19772671803633,46.79543459174714,80,48.258706467661696,69.83113062222101,1.331719128329298,60.815082322658455,19.67440850879097,2.565457798015937,82.16560509554141,15.93183388260105,5.00191725959695,97.54716981132074,80.0595238095238,44.61979261415318,0,0,33.33333333333333,55.619907333439855,0.00118842474300314,0,32.08193041526375,8.828177508128826,0
0104,Arouca,62.15277777777778,58.33333333333333,35.65618221258134,77.14031576606627,2.0710059171597637,99.22571009328163,82.79591972830745,98.49943081858636,23.71134020618558,19.685039370078744,12.617924528301888,50.39002269169573,13.35863377609108,17.73049645390071,77.65936054695355,21,38.80597014925373,86.80789600385171,19.578896418199417,35.528596184381655,25.1059173259491,18.023074524477707,33.31457722688851,2.0587992718580854,6.12906599728062,3.845751542833234,39.27421714954638,74.1,21.39303482587065,69.64960490177062,0.48426150121065376,5.929535225375614,15.13783373127849,1.7319889412912668,81.6962789138451,19.742228394221225,2.16756848877338,91.1320754716981,67.85714285714285,87.95138257231217,0,0,33.33333333333333,55.619907333439855,17.518569136609425,0,6.471661054994388,53.633903108027106,0
0105,Aveiro,12.499999999999996,45.83333333333333,28.11822125813449,26.46208583500109,21.74556213017751,94.20920238968662,77.80238607944365,90.16868467349684,55.67010309278353,31.233595800524935,17.74764150943397,13.16286638306642,43.18785578747628,2.364066193853428,55.17796098934246,0,29.01668129938542,53.22580645161291,45.692158760890614,35.528596184381655,39.87111991040111,17.99189273464297,30.94950728523806,20.537031807976827,9.517832862671268,4.501237753216415,16.505706760316066,87.4,25.373134328358216,31.80909577074928,2.905569007263922,23.07556635352998,12.832645973518556,12.416653114327532,75.49446865571574,11.96854494093287,16.184866430914745,85.66037735849056,79.16666666666666,16.794387847917044,27.05300485255692,48.99323883518178,0,55.570644937956,0,0,38.45959595959596,0.1671177635283646,43.8909395005479
0106,Castelo de Paiva,60.59027777777778,64.58333333333334,27.7114967462039,80.47587280409161,2.514792899408284,98.30075463787864,90.7385632437061,98.96512470247336,10.309278350515465,18.635170603674545,25.766509433962263,57.19575037711755,6.148007590132825,29.31442080378251,100,41,56.84811237928007,86.80789600385171,16.408518877057116,35.528596184381655,17.183506124005934,11.28780792017462,33.18856767055197,5.117537824322077,1.6211693337516997,6.20707088316307,33.97717295873573,60,35.32338308457712,46.85996470051922,0,28.425191171970727,10.991968743216846,1.3416815742397137,78.66800759861437,36.38440417874536,1.8554812321588348,92.64150943396226,42.85714285714285,79.37283973076222,0,0,33.33333333333333,55.619907333439855,0.24125022282963937,0,6.471661054994388,50.776552651177994,0
0107,Espinho,36.45833333333333,71.87499999999999,47.7765726681128,52.41271959083832,6.508875739644969,79.69028403731265,91.51279330074658,96.86432784849428,49.48453608247424,22.309711286089243,43.51415094339624,24.741053752077725,38.44402277039848,2.4822695035460995,30.122662376834914,1,42.40561896400351,63.60134809821858,56.87318489835431,35.528596184381655,41.21298821461564,26.223885251013407,38.530595906774394,46.25076536829291,6.06631105532894,7.436979184826191,45.273631840796014,86,21.39303482587065,47.23038402196536,0.24213075060532688,21.68620210579248,13.91795094421532,2.630509025857863,62.10749804447424,7.090391935626461,6.352520131225768,72.26415094339622,62.20238095238094,17.20824995452065,0,33.217187592669475,0,55.619907333439855,0,0,35.61868686868687,0.05631142031934025,17.754772478228272
0108,Estarreja,30.729166666666668,50,37.28308026030368,65.1990215699355,7.840236686390532,96.72728225552876,52.70287319287091,97.76466935734246,31.443298969072178,32.28346456692914,20.93160377358491,29.303931762994168,22.732447817836807,8.983451536643026,78.34305248341042,0,32.791922739244946,76.04718343765046,20.885769603097778,35.528596184381655,21.44784287325395,22.5444340505145,28.250062392392135,3.5752791081677353,1.1086706411463236,4.9858791534465325,46.79543459174714,92.9,42.78606965174131,63.2768247158521,7.627118644067797,57.5449775119757,12.2161927501628,3.089933322491462,73.79595485529109,14.018266067700267,9.392441736611138,93.77358490566036,73.8095238095238,23.520784064034924,19.55953714072415,40.37275369195184,0,55.619907333439855,0,0,39.22979797979798,0.6248751158017111,30.359305611626976
0109,Santa Maria da Feira,45.65972222222222,48.958333333333336,27.955531453362248,59.8176562152546,3.2544378698224854,91.5247353526884,81.71814646289515,87.92300527786402,34.53608247422682,19.422572178477697,29.599056603773587,28.484033693979104,13.814041745730554,2.2458628841607564,75.97023929217775,0,32.96751536435469,71.49735194992778,27.081316553727007,35.528596184381655,25.434404559629524,17.056439039600875,35.170129513770895,12.12541791423171,0.7844367743959836,4.40012551863603,36.406204272753875,100,17.412935323383092,58.29549146818639,0.9685230024213076,50.95572099490702,13.696548730193184,4.630834281997073,71.78455693373562,25.908179150412145,28.699245877891872,95.84905660377358,75.89285714285714,38.14353283609241,0,0,20.701333333333334,55.619907333439855,0,0,8.618125701459036,6.715590997438739,0
0110,Ílhavo,10.763888888888893,52.083333333333336,29.50108459869848,44.05158994885478,12.27810650887574,92.35012053243894,52.80663024394136,96.44002897650834,47.42268041237116,35.95800524934384,21.521226415094343,20.13184979889746,35.104364326375716,4.255319148936171,54.6651920369998,1,26.33889376646181,58.281174771304755,36.25363020329139,35.528596184381655,36.899512577921875,10.508263174306206,27.41915406498343,1.9359305244785143,7.959418470871247,4.6773125065374295,28.621597892888506,89.6,19.900497512437816,50.98437153812189,9.927360774818402,28.13168468691365,13.77903190796614,4.704016913319239,74.93574701083921,9.382969689627142,6.347194410123132,95.84905660377358,86.3095238095238,14.147489539748952,15.87905935050392,83.36249332779786,0,55.61591308515737,0,0,37.81846240179574,0,48.61439529384624
