municipality_code,municipality_name,indicator_id,raw_value,source
0104,Arouca,certificacao_energetica_cf,27.42474916,static
0104,Arouca,coeficiente_gini,39.5,static
0104,Arouca,consumo_energia_eletrica,1312.2,static
0104,Arouca,densidade_populacional,63.3,static
0104,Arouca,disparidade_ganho_mensal,7.7,static
0104,Arouca,duracao_pendulares,18.41,static
0104,Arouca,emissoes_gee_edificios,4.46,static
0104,Arouca,emissoes_gee_transportes,20.68,static
0104,Arouca,empresas_volume_negocios,291594.3,static
0104,Arouca,indice_envelhecimento_edificios,523.3,static
0104,Arouca,percentagem_poder_compra,0.148,static
0104,Arouca,prop_agregados_unipessoais,17.43,static
0104,Arouca,prop_alojamentos_arrendados,0.0578,static
0104,Arouca,prop_alojamentos_locais,5.86,static
0104,Arouca,prop_alojamentos_nao_classicos,0.04,static
0104,Arouca,prop_alojamentos_sobrelotados,11.963674651224,static
0104,Arouca,prop_alojamentos_vagos,10.1,static
0104,Arouca,prop_ar_condicionado,11.71360884,static
0104,Arouca,prop_edificios_fora_urbano,15,static
0104,Arouca,prop_ensino_secundario,31.66,static
0104,Arouca,prop_habitacao_social,0.21812233,static
0104,Arouca,prop_mais_20min_escola,77.78,static
0104,Arouca,prop_mais_30min_hospital,21,static
0104,Arouca,prop_modo_pedonal,12,static
0104,Arouca,prop_nacionalidade_estrangeira,0.025,static
0104,Arouca,prop_necessidade_reparacao,16.72,static
0104,Arouca,prop_pop_65_mais,23.79,static
0104,Arouca,prop_reabilitacao_edificado,25.9,static
0104,Arouca,prop_risco_pobreza,26.15665236,static
0104,Arouca,prop_sem_aquecimento,19.85,static
0104,Arouca,prop_transporte_coletivo,11.6,static
0104,Arouca,prop_vagos_bom_estado,47.73736,static
0104,Arouca,racio_vendas_estrangeiros,1,static
0104,Arouca,risco_galgamentos_costeiros,0,static
0104,Arouca,risco_incendio_rural,82.112,static
0104,Arouca,risco_inundacao,0,static
0104,Arouca,risco_movimento_massa,29.526,static
0104,Arouca,risco_nevao,14.741,static
0104,Arouca,risco_ondas_calor,50,static
0104,Arouca,risco_ondas_frio,66.667,static
0104,Arouca,risco_seca,33.333,static
0104,Arouca,risco_sismo,33.333,static
0104,Arouca,risco_tsunami,0,static
0104,Arouca,taxa_bruta_natalidade,6.2,static
0104,Arouca,taxa_crescimento_efetivo,-0.43,static
0104,Arouca,taxa_desemprego,4.83,static
0104,Arouca,taxa_esforco_arrendamento,30.26373626,static
0104,Arouca,valor_mediano_vendas_m2,1017,static
0105,Aveiro,acessos_internet_banda_larga,46.87,static
0105,Aveiro,certificacao_energetica_cf,39.05053599,static
0105,Aveiro,coeficiente_gini,45.7,static
0105,Aveiro,consumo_energia_eletrica,1259.1,static
0105,Aveiro,densidade_populacional,446.2,static
0105,Aveiro,disparidade_ganho_mensal,12.1,static
0105,Aveiro,duracao_pendulares,16.18,static
0105,Aveiro,emissoes_gee_edificios,30.74,static
0105,Aveiro,emissoes_gee_transportes,152.28,static
0105,Aveiro,empresas_volume_negocios,366032.6,static
0105,Aveiro,indice_envelhecimento_edificios,598.5,static
0105,Aveiro,percentagem_poder_compra,0.953,static
0105,Aveiro,prop_agregados_unipessoais,25.29,static
0105,Aveiro,prop_alojamentos_arrendados,0.0577,static
0105,Aveiro,prop_alojamentos_locais,9.1,static
0105,Aveiro,prop_alojamentos_nao_classicos,0.24,static
0105,Aveiro,prop_alojamentos_sobrelotados,11.3201229720269,static
0105,Aveiro,prop_alojamentos_vagos,10.9,static
0105,Aveiro,prop_ar_condicionado,7.414847959,static
0105,Aveiro,prop_edificios_fora_urbano,2,static
0105,Aveiro,prop_ensino_secundario,54.45,static
0105,Aveiro,prop_habitacao_social,2.175824176,static
0105,Aveiro,prop_mais_20min_escola,55.42,static
0105,Aveiro,prop_mais_30min_hospital,0,static
0105,Aveiro,prop_modo_pedonal,14.9,static
0105,Aveiro,prop_nacionalidade_estrangeira,0.158,static
0105,Aveiro,prop_necessidade_reparacao,8.94,static
0105,Aveiro,prop_pop_65_mais,21.01,static
0105,Aveiro,prop_reabilitacao_edificado,12.6,static
0105,Aveiro,prop_risco_pobreza,15.51187905,static
0105,Aveiro,prop_sem_aquecimento,25.4,static
0105,Aveiro,prop_transporte_coletivo,7.8,static
0105,Aveiro,prop_vagos_bom_estado,69.41075,static
0105,Aveiro,racio_vendas_estrangeiros,1,static
0105,Aveiro,risco_galgamentos_costeiros,33.043,static
0105,Aveiro,risco_incendio_rural,19.528,static
0105,Aveiro,risco_inundacao,14.495,static
0105,Aveiro,risco_movimento_massa,0.092,static
0105,Aveiro,risco_nevao,0,static
0105,Aveiro,risco_ondas_calor,25,static
0105,Aveiro,risco_ondas_frio,66.63,static
0105,Aveiro,risco_seca,33.333,static
0105,Aveiro,risco_sismo,56.134,static
0105,Aveiro,risco_tsunami,30.441,static
0105,Aveiro,taxa_bruta_natalidade,7.4,static
0105,Aveiro,taxa_crescimento_efetivo,2.43,static
0105,Aveiro,taxa_desemprego,5.7,static
0105,Aveiro,taxa_esforco_arrendamento,39.41397913,static
0105,Aveiro,valor_mediano_vendas_m2,2096,static
0106,Castelo de Paiva,acessos_internet_banda_larga,32.92,static
0106,Castelo de Paiva,certificacao_energetica_cf,42.67782427,static
0106,Castelo de Paiva,coeficiente_gini,36.9,static
0106,Castelo de Paiva,consumo_energia_eletrica,1216.7,static
0106,Castelo de Paiva,densidade_populacional,133.9,static
0106,Castelo de Paiva,disparidade_ganho_mensal,7.3,static
0106,Castelo de Paiva,duracao_pendulares,22.52,static
0106,Castelo de Paiva,emissoes_gee_edificios,3.5,static
0106,Castelo de Paiva,emissoes_gee_transportes,17.75,static
0106,Castelo de Paiva,empresas_volume_negocios,173193.8,static
0106,Castelo de Paiva,indice_envelhecimento_edificios,794.2,static
0106,Castelo de Paiva,percentagem_poder_compra,0.103,static
0106,Castelo de Paiva,prop_agregados_unipessoais,15.53,static
0106,Castelo de Paiva,prop_alojamentos_arrendados,0.0362,static
0106,Castelo de Paiva,prop_alojamentos_locais,1.55,static
0106,Castelo de Paiva,prop_alojamentos_nao_classicos,0,static
0106,Castelo de Paiva,prop_alojamentos_sobrelotados,11.9293865905848,static
0106,Castelo de Paiva,prop_alojamentos_vagos,12.9,static
0106,Castelo de Paiva,prop_ar_condicionado,20.91654779,static
0106,Castelo de Paiva,prop_edificios_fora_urbano,24.8,static
0106,Castelo de Paiva,prop_ensino_secundario,30.16,static
0106,Castelo de Paiva,prop_habitacao_social,0.542184607,static
0106,Castelo de Paiva,prop_mais_20min_escola,100,static
0106,Castelo de Paiva,prop_mais_30min_hospital,41,static
0106,Castelo de Paiva,prop_modo_pedonal,11.2,static
0106,Castelo de Paiva,prop_nacionalidade_estrangeira,0.028,static
0106,Castelo de Paiva,prop_necessidade_reparacao,14.91,static
0106,Castelo de Paiva,prop_pop_65_mais,20.86,static
0106,Castelo de Paiva,prop_reabilitacao_edificado,40,static
0106,Castelo de Paiva,prop_risco_pobreza,28.10268949,static
0106,Castelo de Paiva,prop_sem_aquecimento,22.56,static
0106,Castelo de Paiva,prop_transporte_coletivo,20,static
