municipality_code,municipality_name,taxa_crescimento_efetivo,taxa_bruta_natalidade,prop_pop_65_mais,prop_ensino_secundario,prop_nacionalidade_estrangeira,densidade_populacional,empresas_volume_negocios,percentagem_poder_compra,coeficiente_gini,disparidade_ganho_mensal,taxa_desemprego,prop_risco_pobreza,prop_agregados_unipessoais,prop_edificios_fora_urbano,prop_mais_20min_escola,prop_mais_30min_hospital,duracao_pendulares,acessos_internet_banda_larga,valor_mediano_vendas_m2,racio_vendas_estrangeiros,taxa_esforco_arrendamento,prop_alojamentos_arrendados,prop_alojamentos_sobrelotados,prop_habitacao_social,prop_alojamentos_locais,indice_envelhecimento_edificios,prop_necessidade_reparacao,prop_reabilitacao_edificado,prop_alojamentos_vagos,prop_vagos_bom_estado,prop_alojamentos_nao_classicos,certificacao_energetica_cf,consumo_energia_eletrica,emissoes_gee_edificios,prop_sem_aquecimento,prop_ar_condicionado,emissoes_gee_transportes,prop_modo_pedonal,prop_transporte_coletivo,risco_incendio_rural,risco_inundacao,risco_galgamentos_costeiros,risco_ondas_calor,risco_ondas_frio,risco_nevao,risco_seca,risco_sismo,risco_movimento_massa,risco_tsunami
0404,Freixo de Espada à Cinta,-2.61,5.8,37.31,25.44,0.054,12.5,80298.94,0.02,38.2,1.2,7.52,25.63541667,30.24,12.9,100,100,13.08,33.79,364,1,26.44540066,0.0588,5.89970501474926,1.470588235,4.06,784.3,15.51,33.3,7.9,71.42857,0,69.3877551,1627.3,0.77,4.28,16.00294985,2.93,36.5,11.3,77.259,0,0,100,99.998,26.913,66.667,31.659,21.459,0
0405,Macedo de Cavaleiros,0.12,4.4,34.67,33.41,0.042,20.4,84603.42,0.104,43.5,2,7.41,32.53959965,28.06,5.2,63.57,1,15.21,34.48,624,1,21.13981359,0.081,7.26110473692837,0.929996618,4.07,812,18.3,9.4,12.8,53.28032,0.06,52.07667732,1470.8,5.64,7,6.703819046,23.12,26.2,9.3,66.379,0,0,75.745,100,35.778,66.667,34.639,9.952,0
0406,Miranda do Douro,-1.25,3.2,38.82,33.42,0.046,12.8,75877.63,0.044,41,4,5.67,24.77383178,28.49,2.8,74.97,100,13.67,32.78,471,1,18.90396476,0.0393,5.18969219756621,0.397373877,4.33,498.8,12.58,64.7,14.1,65.55556,0.02,44.18604651,1724.2,1.99,11.1,7.766642806,5.81,25.5,8.8,58.578,0,0,100,99.999,57.065,66.667,36.09,1.513,0
0407,Mirandela,-0.22,5.1,32.12,38.67,0.055,32.4,99184.34,0.171,43.1,2.7,9.36,26.86200717,25.66,20.9,59.16,0,14.33,39.03,805,1,18.46488446,0.0583,7.50703432751828,1.189251736,1.34,642.5,18.23,0,12.1,59.18586,0.11,51.02040816,1547.6,7.76,9.07,24.46820484,42.66,24.7,6.6,59.121,0,0,75.497,100,5.304,66.667,34.174,8.005,0
0408,Mogadouro,-0.83,6.1,37.85,32.79,0.031,10.7,60518.58,0.055,42.4,4.5,7.68,29.44129555,27.86,12.5,66.84,97,14.8,30.12,391,1,19.55801644,0.029,5.77348066298342,0.535690371,4.38,689.1,19.73,40,13.4,46.78243,0.06,45.77464789,1462.4,3.24,8.18,5.718232044,7.41,25.5,8.9,63.001,0,0,99.923,100,40.761,66.667,33.29,11.112,0
0409,Torre de Moncorvo,-1.48,3.1,40.68,29.75,0.023,12.5,63500.09,0.044,40,3.3,6.67,29.20958084,34.8,5.5,67.63,99,15.69,35.71,313,1,26.42394743,0.1163,5.45796737766624,0.999866684,0,3135.9,5.74,60,14.2,82.7853,0,72.89719626,1609.2,2.85,7.78,20.98494354,6.66,24.2,9.9,75.219,0,0,96.168,100,19.063,66.667,34.583,23.817,0
0410,Vila Flor,-0.28,4.8,35.44,29.41,0.05,22.7,91017.62,0.039,41.5,4.4,9.09,32.70434783,26.14,5.8,69.71,8,14.76,33.43,383,1,16.22435424,0.0551,7.96905222437137,0.614983228,0,768.2,21.09,0,17,46.696040000000004,0,72.28915663,1479.7,1.59,7.54,13.34622824,5.2,23.5,12.9,66.325,0,0,75.301,100,18.602,66.667,34.715,17.104,0
0411,Vimioso,-0.05,4.1,43.84,25.21,0.023,8.7,58750.03,0.025,40.7,0.2,6.08,29.88246628,34.46,2.1,100,83,15.45,27.98,316,1,21.4274301,0.23,5.21876647337902,0.8399832,0,465.6,13.01,0,11.3,61.15242,0,49.31506849,1666.1,3.02,7.64,3.953610965,3.63,32.9,9.1,68.648,0,0,92.352,100,40.044,66.667,35.216,9.214,0
0412,Vinhais,-1.28,3.4,44.41,23.13,0.012,10.6,35134.13,0.045,39.1,3.5,6.89,33.73882353,29.64,14.7,83.36,79,16.89,31.61,391,1,22.38108484,0.0776,5.05109489051094,0.559040087,0,805.5,17.04,0,5.8,47.01671,0.04,68.04123711,1438.6,2.26,7.01,3.357664234,7.04,25.8,10.9,76.677,0,0,85.868,100,54.161,55.672,33.311,19,0
0501,Belmonte,0.79,5.8,32.18,34.8,0.041,52.8,159823.5,0.044,37.6,10.3,8.62,22.62178218,26.25,25,65.51,0,16.5,40.49,556,1,17.17079113,0.0061,7.706982067913,0,4.03,775.8,10.59,25,16.8,65.92506,0,69.52380952,1547.1,1.8,9.19,19.61083556,11.6,17.2,9.5,60.126,0,0,100,66.667,15.013,66.667,40.042,8.016,0
0502,Castelo Branco,0.81,7.6,28.46,47.11,0.109,37.1,200328.5,0.48,42,7.3,5.67,16.9787508,27.89,13.3,42.51,0,14.92,47.56,743,0.865333333,22.6118817,0.058,6.42096424941446,0.755453272,1.1,1579.4,11.28,9.2,13,66.9189,0.02,63.23144105,1555.9,16.01,10.4,44.32365549,64.61,22.8,6,54.942,0,0,92.073,67.281,3.393,66.667,33.978,4.642,0
0503,Covilhã,0.5,6.3,29.79,43.4,0.114,83.9,193102.8,0.389,41.8,5.4,7.69,18.3757764,28.38,23.5,67.98,1,15.73,49.25,870,0.636919315,27.49062702,0.066,7.5127104003159,1.880592069,3.34,1324.5,15.93,0,15.4,57.44836,0.04,51.82307233,1549.5,13.23,8.45,20.36625697,63.18,15.5,11.6,76.946,0,0,94.7,66.667,39.985,66.667,36.474,22.381,0
0504,Fundão,1.12,6.2,32.5,35.89,0.101,39,189272.1,0.207,40.5,6.8,6.45,22.32939189,29.08,28.2,69.16,1,15.72,42.6,742,0.559139785,26.14545721,0.0809,6.68396022481625,0.088479915,0,849.9,18.25,11.1,16.1,53.92916,0.03,53.89718076,1578.5,8.99,8.36,25.30047557,39.24,22.7,8.7,65.343,0,0,95.611,66.667,18.285,66.667,33.796,10.383,0
0505,Idanha-a-Nova,0.58,5.8,42.81,26.66,0.127,6,86716.09,0.053,38.1,1.5,7.11,23.89724771,34.11,11.2,76.25,50,16.3,36.4,274,1,26.26861811,0.0082,7.70241850683491,0.079189104,3.37,1285.1,14.09,29.5,13.4,62.82596,0.38,91.20879121,1568.8,1.76,11.09,34.09568875,7.54,31.8,10.3,47.182,0,0,100,95.891,1.473,66.667,33.298,2.583,0
0506,Oleiros,0.53,5.3,45.64,25.18,0.063,10.4,214868.6,0.032,39.8,10.6,3.23,24.45758355,34.76,46.4,79.43,95,16.97,32.82,460,1,25.95797043,0.0086,4.46584938704028,0,1.19,1361.8,13.53,22.2,9,64.69298,0,63.93442623,1322.1,1.1,4.29,8.187390543,4.44,19.3,8.8,87.088,0,0,75,66.667,34.611,66.667,33.643,20.036,0
0507,Penamacor,0.5,3.7,44.42,27.1,0.102,8.6,149265.4,0.029,37.3,2.5,7.35,23.86907449,35.74,10.2,79.83,36,16.06,34.85,300,1,25.36810869,0.0072,9.05968226706741,0,2.79,1136,13.39,50,15.9,64.57565,0.19,75.6302521,1494.7,1.42,9.19,22.92829541,4.41,21.1,15.1,61.156,0,0,100,97.23,22.406,66.667,34.498,7.802,0
0508,Proença-a-Nova,0.16,4.5,38.31,32.49,0.061,18,196295.7,0.05,39.2,10.4,5.83,22.72434608,30.51,49.3,64.49,88,17.51,36.37,627,1,24.47739602,0.0049,5.7243364246882,0,1.83,819.6,15.56,55.6,8.3,60.37037,0.01,59.22330097,1464,1.73,13.53,20.78669651,6.46,20.6,11.1,71.742,0,0,75,66.667,8.455,66.667,34.161,9.555,0
0509,Sertã,0.56,5.6,31.11,34.27,0.085,33.5,246186.3,0.106,39.3,4.7,5.55,27.47698745,28.72,29.3,71.31,100,15.66,36.63,857,1,27.26668273,0.0223,6.6729917773561,0.249128052,2.21,1053,15.75,0,11.3,51.61054,0.01,41.80602007,1376.9,3.68,13.35,12.68184693,12.33,13.1,9.4,77.987,0,0,75,66.667,9.325,66.667,33.604,10.987,0
0510,Vila de Rei,0.38,5.5,40.87,30.37,0.064,18,122492.6,0.023,36.3,1.4,4.79,19.61220826,30.42,24.9,75.18,21,16.28,34.42,433,1,30.88892159,0.0656,6.11928737412858,1.222736286,3.79,666.7,12.39,30.4,6.7,39.40887,0,33.67346939,1401.8,0.73,13.4,11.38652208,2.68,14.8,11.6,85.804,0,0,75,66.667,0.211,66.667,35.08,17.509,0
0511,Vila Velha de Ródão,1.75,6.5,45.69,27.89,0.11,10.8,1173806,0.025,37.4,14.7,6.48,18.0534846,30.63,3.8,100,2,15.55,37.96,325,1,22.09357998,0.1615,5.25587828492392,0,2.81,1948.6,9.63,25,11.7,62.07729,0.85,58.33333333,1495.1,1.93,12.17,35.47717842,24.75,21.1,13,57.506,0,0,79.19,66.667,0.038,66.667,35.668,9.367,0
0601,Arganil,1.18,5.2,33.28,31.92,0.104,34.4,189159.8,0.076,38.1,6.1,5.22,22.71401152,27.8,45.5,76.93,100,16.22,42.79,557,1.463821892,22.61954262,0.0185,6.72358591248665,0.218958124,4.25,2289.8,17.61,7.7,11.7,49.327,0.1,54.60750853,1448.6,3.05,13.08,7.897545358,9.43,15.5,10.8,86.047,0,0,75,66.667,24.416,66.667,39.211,24.123,0
0602,Cantanhede,1.37,7,30.31,38.02,0.055,90.6,249823.2,0.273,41.7,8.6,5.29,22.73274336,23.66,5.1,78.88,0,18.02,38.13,1000,1,25.73590821,0.0363,7.26383413637027,0.052676947,1.04,607.1,15.34,17.6,13.4,53.48506,0.13,44.68085106,1385.3,10.7,17.99,6.906117681,58.3,10.1,8.1,40.552,0,3.188,35.296,66.667,0,33.382,56.17,0.088,0.798
0603,Coimbra,1.42,7.5,25.23,58.68,0.141,459.9,200923.5,1.616,47.2,10.2,6.26,13.90764156,28.41,2.1,51.55,0,18.2,48.15,1791,1.13971831,33.89088467,0.053900000000000003,8.8355021688355,1.016974133,5.18,927.4,12.65,13.6,19.4,72.48644,0.03,50.93010147,1377,46.96,21.51,17.72105439,216,11.1,13.5,43.024,0.937,0,50,66.667,0,63.373,46.969,8.289,1.792
0604,Condeixa-a-Nova,1.85,7.8,22.79,49.95,0.048,129,202879.2,0.138,41.4,9.6,4.47,14.35430666,20.9,3.5,65.32,0,20.01,36.99,1366,1,25.81663548,0.0372,5.75891448406437,0.229829442,2.12,882.8,17.83,23.5,16.1,44.09158,0.01,40.67278287,1171.6,3.36,17.31,15.93562638,48.93,8.7,7,44.168,0,0,50,66.667,0,66.667,44.783,7.257,0.374
0605,Figueira da Foz,1.19,6.8,28.28,44.37,0.128,162,461675.8,0.542,42.9,12.6,8.13,17.03097893,26.92,39.7,64.95,0,18.17,47.76,1534,1.11863224,35.66502216,0.09,9.4205257589322,1.274838944,6.71,1337.5,14.6,44.8,13.3,60.61381,0.08,54.10199557,1398.7,16.64,28.53,4.439651664,101.75,13.8,8.9,37.68,2.603,13.541,25.091,66.666,0,33.333,53.491,1.31,11.91
0606,Góis,0.58,6,37.73,29.76,0.095,14.5,123274.7,0.025,36.5,1.8,5.78,21.37616387,29.81,11.5,100,100,19.26,43.85,453,1,36.89726443,0.0268,5.93272171253822,0.117970901,6.66,4328,17.32,60,10.9,53.72051,0,89.83050847,1380.5,0.57,11.38,7.400611621,3.31,17.8,15.2,88.102,0,0,75,66.667,28.611,66.667,36.838,29.05,0
0607,Lousã,1.39,6.2,22.86,44.69,0.07,127.6,267087.1,0.139,40.2,9.7,6.59,18.00806994,24.48,12.1,57.58,3,20.49,40.71,1012,1,23.82699558,0.0297,6.93732193732193,0.203409531,6.22,940.4,15.99,30,16.8,57.44438,0.06,29.14746544,1317,9.46,15.64,15.32763533,13.67,13.6,10.5,70.925,0,0,67.439,66.667,13.378,66.667,40.737,20.03,0
0608,Mira,1.56,6.5,30.79,38.57,0.078,102.6,207939.8,0.09,42,8.1,5.76,22.84473198,24.99,9.7,81.4,1,17.6,43.24,1344,1,23.08303961,0.01,7.08788983394086,0,7.31,425.8,15.13,5.3,14.5,55.42545,0.12,38.84892086,1717.6,3.25,16.24,4.779262859,17.01,9.9,6,53.026,0.121,24.59,25,66.664,0,33.333,66.213,0.006,7.314
0609,Miranda do Corvo,1.25,5.6,26.93,38.13,0.057,97.1,110312.9,0.085,38.3,5.8,5.37,18.86087625,24.15,4.3,67.48,1,21.75,33.86,733,1,25.27261385,0.0265,6.84730098718756,0,3.22,1651.1,24.91,32.4,21.7,35.32023,0.02,49.35064935,1242.9,1.98,18.71,10.67002731,12.78,11.6,15.8,71.303,0,0,51.893,66.667,7.257,66.667,41.65,18.424,0
0610,Montemor-o-Velho,0.97,7.1,26.04,40.33,0.039,109.8,160730.7,0.179,39.3,8.3,5.29,16.44198895,21.39,24.5,91.76,0,22.22,33.91,955,1,24.25072372,0.045,7.63022743947175,0.030061626,1.17,1115.2,16.53,9.5,16.4,53.52564,0.21,40.9771987,1246.4,6.77,23.12,8.825070747,29.24,7.8,11.5,28.791,0,0.016,40.132,66.667,0,35.311,56.852,0.573,16.228
0611,Oliveira do Hospital,0.75,7.8,28.37,33.92,0.079,83.6,205514.1,0.137,37.3,5.4,5.74,22.47843137,23.28,18.9,79.94,16,15.86,40.21,682,1,19.66299925,0.0243,7.47699386503067,0.294519072,3.57,1171.1,14.71,48.3,13.5,58.60416,0.1,62.41830065,1292.9,5.16,12.62,10.35276074,19.5,14.7,10,79.122,0,0,75,66.667,9.016,66.667,33.698,15.517,0
0612,Pampilhosa da Serra,1.06,3.1,45.86,21.38,0.028,10.5,302969.5,0.026,34.9,2.8,3.86,20.6462963,35.49,4,83.06,90,20.08,36.03,274,1,36.22830708,0.0101,2.89855072463768,0,3.21,2903.3,13.52,66.7,10.3,60.45296,0,33.82899628,1132,0.67,3.47,5.641821946,3.48,18.1,11.4,92.709,0,0,75,66.667,38.281,66.667,33.864,26.574,0
0613,Penacova,0.25,5.8,32.1,30.4,0.036,59.8,214050.8,0.087,37.3,12.7,3.84,23.72102161,23.01,11.5,89.95,13,20.98,34.99,590,1,22.30985915,0.0343,4.97728993186979,0.129854799,3.95,1062.8,10.79,40,17,62.28008,0.01,55.11363636,1318.1,2.44,15.9,7.607872824,11.84,7.8,15.7,67.133,0,0,56.141,66.667,0.01,66.667,34.389,15.537,0
0614,Penela,1.82,5.5,31.97,34.7,0.124,42.4,367902.5,0.04,40.2,7.9,4.36,22.01083032,27.98,17.4,100,5,18.36,32.02,828,1,37.12861295,0.0392,6.09973285841496,0,5.59,1410.1,37.47,11.1,25.9,30.35398,0,35.22012579,1339.5,0.85,18.43,10.06233304,12.31,12.4,12.7,65.305,0,0,54.151,66.667,8.379,66.667,34.436,18.606,0
0615,Soure,0.37,4.9,33.47,36.52,0.046,65.3,160791.7,0.123,37.9,13.9,5.16,16.12545587,26.41,9.9,84.89,0,21.79,35.98,723,1,21.11790057,0.0896,5.73611111111111,0.122871687,1.26,1240.4,27.83,0,20.1,41.77384,0,61.50234742,1331.7,3.21,17.01,9.791666667,30.47,9.5,15.5,46.783,0,0.009,47.983,66.667,0.001,51.497,44.291,4.039,6.672
0616,Tábua,1.56,7.4,29.78,31.72,0.087,59,319599,0.08,38.9,11.4,5.52,25.18467583,24.65,52.6,79.31,27,15.58,38.95,606,0.709183673,23.68077388,0.0376,8.03908505440817,0,2.43,1640.4,21.03,0,11.8,48.9776,0.04,56.60377358,1318.9,2.08,11.75,10.7928048,9.37,12.8,11.7,70.392,0,0,75,66.667,0.017,66.667,33.545,6.16,0
0617,Vila Nova de Poiares,1.68,8.5,25.8,36.09,0.103,86,296847.5,0.052,38,9.5,5.52,21.06743738,24.35,4.8,69.2,2,16.94,38.47,714,1,21.7560903,0.0196,7.87965616045845,0,1.42,1966.7,11.59,44.4,12.6,63.01616,0,47.65100671,1341.6,1.63,19.95,12.64326648,5.65,11.7,7.8,76.375,0,0,58.748,66.667,0,66.667,37.404,14.928,0
0701,Alandroal,-0.46,5.8,32.07,27.87,0.042,9.2,88479.53,0.033,36,7.2,6.71,19.76708373,29.86,22.7,100,63,19.86,39.68,711,1,32.27278364,0.0682,8.72389791183294,0,4.54,3826.2,6.56,40,12.1,85.98131,0.5,80,1837.1,1.1,16.19,37.81902552,4.54,18.4,16.5,30.221,0,0,100,33.333,0,77.81,34.252,0.225,0
0702,Arraiolos,1.35,7,28.81,37.37,0.037,10,202728.1,0.05,37.3,8,5.35,14.00934579,27.41,17.8,67.44,21,17.81,44.75,820,1,28.49249898,0.0109,7.20946915351506,0,5.7,2409.3,11.73,40.9,14.4,64.67153,0,64.0625,1784.4,1.33,13.92,36.40602582,6.84,21.7,9.7,25.78,0,0,75,66.667,0,71.21,59.262,0.203,0
0703,Borba,-0.31,5.8,29.03,33.53,0.027,43.9,102311.4,0.046,37,5.8,5.81,16.09612626,24.92,17.1,100,19,15.15,39.72,657,1,16.59349649,0.0338,7.03536493604213,1.435185185,4.15,2604.5,9.42,42.9,18.3,68.0104,0,86.32478632,1667.7,1.82,11.4,44.16854778,9.05,22.2,11.2,42.796,0,0,100,47.989,0,66.667,33.333,1.001,0
0704,Estremoz,-0.54,8.5,29.05,39.77,0.053,24.3,174773,0.112,39.1,5.7,5.32,15.15673289,27.98,28.4,48.57,82,15.92,42.39,808,1,21.13415558,0.0176,8.73893805309734,0,4.36,2807,17.03,87.5,21.6,54.29842,0,75.29880478,1560.7,2.54,13.72,38.97492625,20.1,23,6.6,36.298,0,0,79.505,66.665,0,71.706,36.419,1.12,0
0705,Évora,-0.05,8.1,23.57,53.19,0.104,41.2,233709.8,0.565,42.9,6.9,6.28,11.74807481,27.12,12.5,42.28,0,15.55,49.01,1882,1.537254902,34.89309367,0.0752,10.4008958566629,2.82753069,6.93,1761.8,7.78,28.7,14.5,75.78996,0.18,65.53610503,1606.9,15.5,13.61,46.07838746,80.43,17.9,5.7,26.963,0,0,77.529,65.913,0,97.895,45.448,0.057,0
0706,Montemor-o-Novo,-0.24,7.5,30.25,37.28,0.084,12.9,175923.9,0.134,40.2,6.6,4.9,15.88106012,27.36,29.7,48.65,38,17.46,44.9,1140,1,27.88830522,0.0119,8.74754494636652,0.611937488,4.03,1582,9.91,51.9,16.7,69.03524,0.12,45.20547945,1625.3,3.41,14.52,36.04774135,39.73,23.9,7.2,24.902,0,0,59.877,60.621,0,67.155,67.597,0.27,0
0707,Mora,0.14,5.8,38.77,27.97,0.03,9.4,228045.8,0.031,37.9,6.6,7.07,13.78391552,31.28,18,57.48,100,16.68,46.37,833,1,29.07606371,0.0278,6.44273127753303,1.428571429,1.78,3492.1,8.89,50,20.9,71.8398,0,80,1651.8,0.8,12.72,35.18722467,3.86,28.1,8.2,23.125,0,0,75,66.667,0,66.667,43.613,0.213,0
0708,Mourão,0.33,7.4,27.99,30.08,0.061,8.7,113431.4,0.016,40.8,2.7,13.38,14.83478261,24.89,19.9,100,100,14.34,40.49,711,1,27.91540209,0,6.57748049052396,0.104166667,10.86,7087.5,6.27,60,12.4,70.16807,5.83,74.46808511,1702.7,0.44,11.71,52.61984392,2.07,38.5,10.7,19.644,0,0,100,33.332,0,100,33.676,0.096,0
0709,Portel,-0.05,4.4,28.83,32.29,0.039,9.5,105369.5,0.038,35.2,8.6,7.9,20.47412008,25.52,17,100,63,20.51,41.48,509,1,32.23979203,0.0208,9.14069081718618,0,4.5,2233,7.49,41.7,16.5,73.78917,0,79.16666667,1691.7,1.54,14.53,28.81213142,4.99,24.8,17.1,35.3,0,0,89.09,52.819,0,100,33.876,1.216,0
0710,Redondo,-0.14,6.4,27.59,34.02,0.041,17,180112.8,0.045,38.4,1.3,6.08,19.84589331,25.63,20,42.92,41,18.11,38.81,692,1,24.53261601,0.0266,8.70060790273556,3.050773589,4.14,5028.6,9.26,62.5,16.8,69.84334,0.32,68.36734694,1638,1.68,16.95,33.62462006,5.46,24.8,10,30.978,0,0,95.956,59.167,0,96.949,33.934,0.957,0
0711,Reguengos de Monsaraz,-0.36,8.1,26.61,37.06,0.072,21.2,175436.1,0.084,39.3,3.5,7.34,17.41421393,25.68,12.3,43.19,96,17.09,41.66,868,1,24.98255369,0.0469,8.31688055281342,0.592165199,18.93,1746.7,6.83,54.5,12.7,81.04887,0,50.19157088,1758.9,3.21,14.14,50.34550839,8.41,24.2,9.8,23.02,0,0,100,33.333,0,100,33.339,0.209,0
0712,Vendas Novas,0.47,8.6,29.52,38.93,0.133,52.1,299512.8,0.101,40.5,9.3,5.25,16.2304878,25.37,4.4,42.51,88,18.67,44.29,1308,1,27.16501425,0.0311,9.76654529877918,0.88550567,2.27,1871.2,13.28,5.9,15.7,60.9901,0.02,66.11111111,1468.6,3.12,19.75,29.38530735,39.81,18.6,8,23.307,0,0,45.199,36.775,0,66.667,74.46,0.023,0
0713,Viana do Alentejo,0.97,7.2,26.14,36.36,0.037,14.2,163773.7,0.041,37.4,2.2,5.5,15.60551724,25.43,12.9,56.97,4,18.15,41.42,713,1,28.69220824,0.0142,8,0,3.93,1775,6.84,44.4,21.5,76.1039,0.13,75,1643,2.51,14.21,27.24705882,4.46,24.5,8.1,24.357,0,0,68.299,66.667,0,82.942,41.161,0.515,0
0714,Vila Viçosa,-0.45,4.4,26.34,38.58,0.04,37.3,174577.4,0.057,37.7,8.8,5.2,14.34026174,28.46,10.2,41.89,36,15.38,42.11,588,1,20.62630034,0.0563,7.73809523809523,1.35301353,3.14,2269.6,6.1,0,13.2,76.99531,0.03,80.57553957,1604.2,1.84,12.81,47.61904762,6.46,23.9,9.2,34.496,0,0,100,33.333,0,66.667,33.745,0.677,0
0801,Albufeira,2.66,10.9,18.15,47.75,0.551,347,156943.2,0.465,45,4.2,19.65,23.20902256,25.56,37,68.83,2,15.39,68.98,2941,1.208379681,64.94515886,0.0659,25.2921769278085,0.281347768,76.99,255,6.1,50,13.3,85.5758,0.04,68.66902238,2730,19.2,39.07,33.14880054,86.48,17.3,8.1,24.794,0,3.492,28.714,33.313,0,100,86.525,1.943,6.586
0802,Alcoutim,-0.5,2.5,47.52,26.15,0.142,4.2,64151.7,0.016,44.9,6.6,2.97,21.5705968,40.26,22.4,100,98,19.83,38.85,769,1,54.90246336,0.0351,6.69975186104218,0,4.42,2215,15.77,25,15.8,63.38028,0.52,50.74626866,1621.1,2.42,16.71,27.29528536,2.26,26.8,18.6,41.825,0,0,49.891,33.333,0,100,35.339,3.212,0
0803,Aljezur,2.16,9,26.9,42.65,0.492,20.1,94070.82,0.043,45.9,0.8,8.15,28.91202873,33.91,35.3,100,81,17.38,56.77,3121,1.206596593,53.34374168,0.0475,12.1840814786872,0.744500846,95.3,464.5,10.85,5.6,12.7,69.93377,0.28,49.42528736,2368.7,1.78,33.12,7.167106752,4.57,22.7,13,56.222,0.233,4.367,33.763,33.347,0,66.992,98.186,6.308,3.105
0804,Castro Marim,2.38,6.5,32.51,36.04,0.216,23.2,113139.3,0.051,42.7,4.1,10.54,22.62337662,28.26,38.3,100,77,15.72,51.7,2110,0.990094106,50.79582618,0.0749,11.2737920937042,0.937756418,21.34,880.5,4.88,9.4,9.7,81.48599,1.63,28.27868852,2444.7,1.78,34.59,37.92093704,14.89,16.8,10.5,40.482,0,8.046,32.664,33.333,0,100,46.99,2.848,0.28
0805,Faro,1.26,8.3,21.94,54.44,0.256,347.3,185033.4,0.74,46.8,6.5,8.76,18.61816251,28.37,37.4,39.32,2,14.83,49.35,2504,1.268977622,43.04267161,0.0359,14.8388920293951,1.154508755,15.96,833.9,9.84,47.4,12.6,74.23212,0.29,44.42518775,1607.2,36.74,39.41,35.67340305,99.23,27.2,6.7,22.011,0.903,36.284,26.09,33.292,0,100,81.13,3.495,3.418
0806,Lagoa,2.45,8.6,23.41,43.02,0.296,289.3,164217,0.207,44.7,4.5,13.76,20.42241379,25.81,18.3,74.8,1,13.58,61.66,2762,1.399740147,47.79768176,0.0809,15.9088544376235,0.820616182,91.1,289.9,7.01,30.4,9.1,74.88275,0.37,48.84836852,2980.5,8.5,39.05,33.58651545,36.79,17.8,7.5,26.217,2.698,9.248,25.547,33.338,0,100,86.08,0.166,8.298
0807,Lagos,1.97,8.2,24.75,46.9,0.461,165.5,120911.9,0.292,44.7,3.7,11.98,21.56776034,27.84,20.5,44.28,1,14.48,66.33,3452,1.29982548,59.56536606,0.0664,16.440992018244,1.541390547,94.6,276.4,5.96,15.6,10.3,80.16011,0.36,48.72180451,2540.8,14.41,39.66,23.98802737,44.59,23.9,8,44.593,0,7.445,39.626,33.328,0,89.942,96.398,2.324,3.567
0808,Loulé,1.8,10.6,23.38,45.32,0.39,99.2,188767.3,0.76,46.3,4.7,11.42,22.04027778,25.6,31.6,58.46,2,15.49,68.84,3333,1.315095583,61.49048051,0.043,19.33819786187,0.591671772,52.14,540.1,8.24,2.7,12.5,78.66953,0.13,46.77695379,3267,29.88,33.06,38.45579501,120.5,21.3,7.9,47.93,0,2.858,43.108,33.321,0,100,73.97,7.904,2.798
0809,Monchique,0.26,8.6,33.67,33.73,0.215,13.5,123978.6,0.035,39.8,6.3,7.74,24.62340037,33.56,68.8,100,5,19.04,40.39,1376,1.324457594,29.59801965,0.0608,10.8914885034288,0,4.68,2263.8,19.54,90,25.3,58.25572,0.68,33.86243386,1748,1.01,28.92,7.825736184,4.69,21.4,12.9,85.965,0.006,0,50,33.333,0,99.317,98.525,23.454,0
0810,Olhão,0.9,7.5,22.93,43.22,0.168,347.3,129494.5,0.36,42.3,4.7,9.81,20.66160221,25.07,39.4,38.21,0,16.33,47.29,2211,1.279150198,44.09476978,0.0802,16.2806273371658,2.95227525,22.12,838.1,10.32,45.9,12.4,73.7646,0.55,56.18878005,1547.1,11.24,44.01,33.84495172,63.54,23.7,6.9,22.201,0,30.062,25,33.333,0,100,81.721,2.086,2.805
0811,Portimão,2.17,9.6,22.44,49.06,0.353,354.1,139083.4,0.592,44.4,5.3,13.46,21.14619883,28.59,17.2,23.8,0,14.79,60.37,2556,1.136833402,61.42494812,0.0745,17.4051641695887,1.392261955,48.27,706.8,9.22,1.2,9.7,82.64687,0.54,55.76374745,1725.6,20.8,41.61,29.66209755,87.03,21.7,6,45.645,1.807,14.445,35.793,33.319,0,100,91.251,2.165,13.856
0812,São Brás de Alportel,1.08,6.9,26.01,46.36,0.192,76.5,105380.5,0.095,44,2.5,7.22,21.2503864,26.85,52.2,49.81,0,16.31,46.09,1997,1.413943355,37.28842105,0.0844,10.5013987518829,0.788834951,6.33,858.3,15.91,20.5,8.5,63.48123,0.06,75.2,1963.2,3.42,26.43,37.29287713,8.28,19,4.4,65.072,0,0,48.136,33.333,0,100,68.214,10.854,0
0813,Silves,2.03,9.2,24.99,41,0.29,59.3,124746.2,0.316,41.9,5.8,11.26,21.9186747,27.07,42.6,86.69,6,17.07,52.74,1986,1.131531532,48.84288355,0.0254,15.6303807155155,0.330260906,26.22,1023,10.61,36.6,11.8,67.61953,0.3,65.10791367,2057,15.5,36.53,29.29022384,72.1,18.9,10.3,50.328,0.177,1.165,46.75,33.409,0,100,81.841,6.907,0.954
