municipality_code,municipality_name,beneficiarios_rsi,disparidade_ganho,indice_gini,ganho_medio_mensal,per_pop_ensino_sec_cpmpleto,txt_desemprego,agregados_unipessoais,residentes_65_ou_mais_anos,txt_bruta_natalidade,txt_bruta_crescimento_efectivo,a_apoarrend,prop_vagos,prop_edificado_reparacoes_prof_med,ind_env_edif,consumo_energetico,alojamentos_ar_condicionado,prop_sem_aquecimento,prop_pedonal,prop_transporte_colectivo,pop_risco_pobreza,proporcao_al,txt_esforco_2023,variacao_txt_esforco_2017_2023,prop_fogos_hab_social,aru_oru,prop_drenagem_agua,prop_abast_agua,r_edi_habfa,certificacao_a_c,emicao_co2_transportes,cheias_inu,incendios,inund_galg,movi_massa,nevoes_pon,onda_de_calor,onda_de_fr,seca_ponde,sismo_pord,tsunami_po,ventos_for
1411,Ferreira do Zêzere,90.88577033348425,83.2020997375328,86.59793814432989,13.464814572139964,22.704024905492552,89.91745283018868,43.75711574952561,40.37418655097614,29.166666666666664,66.14583333333333,99.87869966035905,56.21890547263681,71.10260514430607,81.67602245388935,70.10635988712829,1.0262369996848408,85.60868900521538,13.39622641509434,39.28571428571428,63.29011406604433,94.73904403305092,77.29428752481019,55.07674363617908,100,0,2.575107296137339,95.74468085106383,40,39.130434782608695,99.0221976055558,100,36.270920502092054,100,79.1320775281103,100,33.33333333333333,44.38009266656015,49.99925000374998,93.5283389450056,100,69.99092384278995
1413,Mação,91.3535536441829,89.23884514435697,85.56701030927833,7.856113222382387,18.23437847453858,82.84198113207549,31.80265654648956,14.750542299349254,17.70833333333333,44.27083333333333,99.93934983017952,70.14925373134328,55.590237938378465,86.151110491266,72.43759496418494,0.9848723605420738,87.34659542187477,23.77358490566037,27.38095238095238,72.14572443485008,97.53163894990064,73.02742896203452,45.90898637083677,100,3.125,5.901287553648069,93.61702127659576,53.79999999999999,18.84057971014493,98.50027693749736,100,6.437602328542849,100,81.86227316488348,99.29169885317012,33.33333333333333,44.38009266656015,49.99925000374998,92.06369248035912,100,66.0702989631178
1417,Sardoal,86.90206730043761,95.01312335958004,77.31958762886599,3.014021753374394,29.108294418501224,78.77358490566039,41.78368121442125,41.02494577006508,26.041666666666664,51.5625,99.7573993207181,53.233830845771145,61.37619425206437,92.64582824866638,74.42587367050142,0.5259218405294674,83.59930421306132,28.867924528301884,28.869047619047617,73.12710349802943,95.38751176655164,72.2532141039941,43.93150136668546,77.13009419481817,3.125,8.798283261802576,100,50,72.46376811594203,99.709215627796,100,24.05630343823904,100,83.28095765744492,100,33.33333333333333,44.38009266656015,49.99925000374998,92.90965207631874,100,56.91713193432163
1418,Tomar,86.63045118454806,82.41469816272968,61.340206185567006,16.17088192897393,45.38581276406493,76.65094339622641,43.30170777988614,45.90563991323211,39.58333333333333,53.81944444444444,99.07811741872877,43.78109452736317,66.5290759928594,84.22300477668144,75.29411764705883,7.778521903561299,83.55577884620543,19.999999999999996,23.809523809523807,72.39786700841202,100,70.09510625644381,43.85167065412339,94.54947192155126,3.125,5.472103004291846,100,100,43.47826086956522,93.8828767415108,97.3404255319149,48.6640440240131,100,95.35521607236926,100,33.33333333333333,44.38009266656015,49.99925000374998,85.9104938271605,100,85.53590582799306
1419,Torres Novas,91.41391278104724,84.51443569553805,69.58762886597938,22.644476477525885,49.61085167889704,82.90094339622642,51.57495256166982,52.087852494577014,46.87499999999999,58.68055555555556,99.17515769044152,42.28855721393035,63.88081080536938,85.2777099822182,80.19101367484264,9.539473684210527,84.10704320075513,12.075471698113208,24.4047619047619,85.51286957994878,100,78.96766186137394,48.54657714356507,96.035279987858,3.125,6.866952789699571,95.74468085106383,70.7,50.72463768115942,93.76145030037068,98.01978350130646,62.52387665999636,100,91.62957984414452,99.9643472577099,33.33333333333333,44.38009266656015,54.25172874135629,38.886083052749726,100,88.30275860172172
1420,Vila Nova da Barquinha,83.12962124641618,77.69028871391077,80.4123711340206,10.771851657711965,49.899933288859245,76.41509433962264,52.40986717267552,53.985900216919745,69.79166666666666,100,99.84230955846677,46.766169154228855,81.82819615749304,94.73519054426276,87.99218580421099,1.816104632839584,85.64657580558922,10.943396226415096,27.678571428571423,97.10025590698544,100,89.35609981122327,53.22083037160839,86.11610172995057,3.125,8.47639484978541,100,87.1,62.31884057971014,98.28618294917132,89.3691675998507,49.61001455339276,100,95.07002597591324,100,33.33333333333333,44.38009266656015,49.99925000374998,58.64337822671156,100,91.5866773013559
1421,Ourém,96.4086313565716,72.44094488188976,72.680412371134,19.099724806709485,39.248387814098294,87.79481132075473,53.51043643263756,56.127982646420826,51.04166666666665,63.020833333333336,99.35710819990295,46.766169154228855,73.34698036927097,94.70816917122832,81.60191013674843,3.750393948944217,84.11454900044318,11.69811320754717,27.97619047619047,71.50501481912283,93.20154795523482,69.10201816761739,39.99898528122772,100,3.125,4.721030042918455,100,100,50.72463768115942,93.11277747006945,100,42.06157904311443,100,88.03473143085502,99.86570800404064,40.25866666666667,44.38009266656015,52.31673841630792,76.58389450056117,100,76.86405016639621
1103,Azambuja,89.15044514863438,98.42519685039372,74.74226804123711,17.91377276896868,42.58394485212364,72.52358490566039,55.78747628083491,64.96746203904557,57.291666666666664,84.02777777777779,99.235807860262,42.28855721393035,68.18648552586878,93.5750148181723,87.09789450835684,3.4115978569177434,74.38847950687266,18.867924528301888,54.46428571428571,83.52125064780128,98.242861625353,68.7545906832064,45.66513046585976,93.8339910056389,9.375,7.296137339055794,95.74468085106383,87.5,53.62318840579711,92.53972987942568,70.72601717058603,67.18096234309624,78.7067789573572,96.1853553977221,100,44.973333333333336,88.761516749214465,100,8.493265993265995,64.29148163100524,91.52754476195716
1403,Almeirim,87.61128715859364,78.47769028871392,65.97938144329896,18.490368234831607,40.20458083166556,72.58254716981133,56.77419354838709,58.94793926247288,51.04166666666665,65.45138888888889,99.57544881125668,38.30845771144279,87.77679383264258,92.90906872145322,77.99869763403517,5.708320201701859,82.12786556050989,19.245283018867923,31.25,64.82260348230452,98.74490116096642,69.72801309307395,44.81720574496942,93.88100927091612,6.25,9.120171673819742,93.61702127659576,100,55.072463768115945,97.76319713689232,73.67301231802911,73.78911224304167,99.25271336219676,99.73660787269984,100,33.33333333333333,76.79208606273632,76.0841195794021,13.358585858585869,99.50545014129996,91.61418080805302
1404,Alpiarça,94.38660027161612,80.31496062992126,64.43298969072166,13.235486830035391,35.935067822993105,66.9811320754717,53.738140417457295,48.96963123644252,62.49999999999998,83.33333333333334,99.90295972828724,41.7910447761194,78.96304717205105,81.78236463163768,75.63273279791622,1.7550425464859754,83.13840879261686,14.150943396226417,24.4047619047619,66.08354031233694,98.38928982324023,70.02196382093433,50.29834090317357,94.8498955698156,6.25,9.549356223175966,91.48936170212764,85.7,27.536231884057973,99.398193515402,51.22060470324749,78.4609787156631,100,99.81835025703438,100,33.33333333333333,66.27523033498429,87.46156269218653,16.9388327721661,100,91.67881404879122
